customerID,TenureBand,ARPU,ChargeRatio,ServiceCount,ContractRiskFlag,ValueTier,AutoPayFlag
5122-CYFXA,0-6 months,81.36666666666666,0.9254403932814421,4,1,High,0
8627-ZYGSZ,25-48 months,77.66702127659575,1.0158751900502692,1,0,High,0
3410-YOQBQ,25-48 months,80.55483870967741,0.9831811629024508,5,0,High,0
3170-NMYVV,49-72 months,18.618,1.0822859598238264,0,0,Low,1
7410-OIEDU,7-12 months,88.735,0.8998704006310925,2,1,High,0
2273-QCKXA,0-6 months,49.05,1.0,1,1,Medium,0
0731-EBJQB,49-72 months,20.974038461538463,0.9726309998624673,0,0,Low,0
1891-QRQSA,49-72 months,110.921875,1.006113537117904,5,0,Premium,1
8028-PNXHQ,49-72 months,22.97741935483871,1.0553839674294538,0,0,Low,1
5630-AHZIL,0-6 months,59.13333333333333,1.0907553551296505,3,1,Medium,1
2673-CXQEU,49-72 months,109.63392857142857,1.0078996660965878,5,0,Premium,0
6416-JNVRK,25-48 months,58.45326086956521,0.9520426948323634,1,0,Medium,1
5590-ZSKRV,7-12 months,60.28125,0.9065837221358216,2,1,Medium,0
0191-ZHSKZ,25-48 months,70.37666666666668,1.0621418083645147,4,1,High,0
3887-PBQAO,25-48 months,27.035555555555554,0.9579976985040276,0,0,Low,1
5919-TMRGD,0-6 months,79.35,1.0,1,1,High,0
8108-UXRQN,7-12 months,51.39545454545455,0.9835500132661182,3,1,Medium,0
9191-MYQKX,7-12 months,70.98571428571428,1.058663715033206,1,1,High,1
9919-YLNNG,25-48 months,103.03571428571429,1.0074176776429808,5,1,Premium,1
0318-ZOPWS,49-72 months,19.864285714285714,1.014383315354189,0,0,Low,1
4445-ZJNMU,7-12 months,102.08333333333333,0.9727346938775511,3,1,Premium,1
4808-YNLEU,25-48 months,63.29857142857142,0.9818547022049697,2,0,Medium,1
1862-QRWPE,25-48 months,22.020833333333332,0.937748344370861,0,0,Low,1
2796-NNUFI,25-48 months,20.15434782608696,0.9898608564340415,0,0,Low,0
3016-KSVCP,25-48 months,34.80172413793103,0.9697795392618281,1,1,Low,0
4767-HZZHQ,25-48 months,85.67333333333333,0.9577075713952221,2,1,High,1
2424-WVHPL,0-6 months,74.7,1.0,1,1,High,0
7233-PAHHL,49-72 months,86.57954545454545,0.9702060637878986,5,0,High,0
6067-NGCEU,49-72 months,109.33846153846154,1.015653580976502,5,1,Premium,1
9848-JQJTX,49-72 months,103.59791666666666,0.9739578096406379,4,0,Premium,1
8637-XJIVR,7-12 months,77.27916666666667,1.0216207472906669,1,1,High,0
9803-FTJCG,49-72 months,66.8830985915493,0.9995051277191651,3,0,Medium,1
0278-YXOOG,0-6 months,22.77,0.9244620114185332,0,1,Low,0
3212-KXOCR,49-72 months,21.292307692307695,0.9862716763005779,0,0,Low,1
4598-XLKNJ,25-48 months,100.58,0.979319944322927,4,1,Premium,0
6380-ARCEH,0-6 months,20.2,1.0,0,1,Low,0
3679-XASPY,0-6 months,19.45,1.0,0,1,Low,0
7123-WQUHX,25-48 months,94.88421052631578,1.001220323940537,3,0,Premium,1
5386-THSLQ,49-72 months,45.86742424242424,0.9930795276240812,3,0,Medium,1
3192-NQECA,49-72 months,111.93897058823529,0.9826783239291368,5,0,Premium,1
6180-YBIQI,0-6 months,20.04,1.2125748502994014,0,1,Low,0
6728-DKUCO,49-72 months,101.43125,1.0268038696161192,4,0,Premium,0
9750-BOOHV,25-48 months,28.9890625,1.0400474316822077,1,0,Low,0
8597-CWYHH,25-48 months,91.19302325581396,1.0346186213755642,2,0,Premium,0
2848-YXSMW,49-72 months,18.93402777777778,1.0246103062534384,0,0,Low,1
0486-HECZI,49-72 months,95.25272727272727,1.0157189486342553,3,1,Premium,0
4549-ZDQYY,49-72 months,58.50480769230769,0.9905168871723231,3,0,Medium,1
5712-AHQNN,25-48 months,91.95581395348837,0.9966743380288815,3,1,Premium,0
4846-WHAFZ,25-48 months,77.51756756756757,0.9868730714920768,0,1,High,0
5256-SKJGO,49-72 months,53.4921875,1.0207097999123704,4,0,Medium,0
3071-VBYPO,0-6 months,82.8,1.085144927536232,3,1,High,0
9560-BBZXK,25-48 months,31.287499999999998,0.9924091090691172,1,0,Low,1
5299-RULOA,7-12 months,106.465,0.9416240078899168,3,1,Premium,0
8402-OOOHJ,25-48 months,20.36951219512195,1.01376998144046,0,0,Low,0
9445-ZUEQE,25-48 months,79.68888888888888,1.0691578360290017,2,1,High,1
1091-SOZGA,49-72 months,98.49017857142857,1.013299005520855,3,0,Premium,1
2928-HLDBA,0-6 months,18.791666666666668,1.101552106430155,0,1,Low,0
0404-SWRVG,0-6 months,76.51666666666667,0.9723371814419517,0,1,High,0
6497-TILVL,7-12 months,50.050000000000004,1.0129870129870129,1,1,Medium,0
7219-TLZHO,0-6 months,15.725,1.3259141494435613,0,1,Low,0
4622-YNKIJ,25-48 months,91.7469696969697,0.9695143097782108,3,0,Premium,0
4412-YLTKF,25-48 months,79.0925925925926,0.9868180753921797,1,1,High,0
6734-PSBAW,49-72 months,23.94375,0.9835552075176194,0,0,Low,1
3930-ZGWVE,0-6 months,19.75,1.0,0,1,Low,0
2639-UGMAZ,49-72 months,56.131690140845066,1.0056707691921665,4,0,Medium,0
2876-GZYZC,13-24 months,93.51153846153846,0.9191379097602106,1,1,Premium,0
6207-WIOLX,25-48 months,60.106,0.9749442651316008,5,1,Medium,1
8587-XYZSF,49-72 months,48.65820895522388,1.0388791754854145,1,0,Medium,1
3091-FYHKI,0-6 months,35.45,1.0,1,1,Low,0
2372-HWUHI,0-6 months,40.625,1.0916923076923077,0,1,Medium,0
7799-LGRDP,25-48 months,27.632558139534886,0.9300622790775962,0,0,Low,1
7850-VWJUU,13-24 months,77.32608695652173,0.9699184706213102,1,1,High,1
3774-VBNXY,49-72 months,19.96484375,1.011778516924281,0,0,Low,0
6217-KDYWC,49-72 months,20.5359649122807,0.9544231344239889,0,0,Low,0
0390-DCFDQ,0-6 months,70.45,1.0,0,1,High,0
3146-MSEGF,49-72 months,89.24513888888889,0.9866083586874479,6,0,High,1
4080-OGPJL,7-12 months,70.45625,1.0098465359709041,3,1,High,0
1095-WGNGG,49-72 months,97.88934426229508,1.0322880468913544,3,0,Premium,1
2636-SJDOU,49-72 months,82.64140625,1.0200697667823144,2,0,High,1
1131-QQZEB,49-72 months,24.735211267605635,0.9682553239949891,0,0,Low,1
5716-EZXZN,49-72 months,98.71846153846154,1.0033584241120825,4,0,Premium,1
6837-BJYDQ,0-6 months,20.45,0.958435207823961,0,0,Low,0
2135-RXIHG,0-6 months,45.65,1.0,0,1,Medium,0
6440-DKQGE,25-48 months,64.33166666666666,1.0026166480996916,3,0,Medium,1
3466-BYAVD,13-24 months,71.42666666666668,0.973025947358596,4,1,High,0
3780-YVMFA,7-12 months,70.54375,0.9717373970054044,3,1,High,0
3874-EQOEP,7-12 months,93.64285714285714,1.0144927536231885,2,1,Premium,0
1679-JRFBR,49-72 months,113.29357142857143,0.9545996179331825,5,0,Premium,1
9073-ZZIAY,49-72 months,84.11693548387096,1.0235750922774556,6,0,High,0
3077-RSNTJ,0-6 months,18.916666666666668,1.0414096916299558,0,1,Low,0
6551-GNYDG,13-24 months,82.34285714285714,0.9824774462179043,1,1,High,1
9167-APMXZ,13-24 months,82.81590909090909,1.0161091138615221,1,1,High,1
2749-CTKAJ,13-24 months,19.086363636363636,1.0557275541795665,0,0,Low,0
6371-NZYEG,13-24 months,64.0,1.00390625,3,0,Medium,0
7554-NEWDD,7-12 months,25.16,1.021462639109698,0,0,Low,1
8992-VONJD,13-24 months,58.81153846153846,0.9521941011052253,2,1,Medium,0
0867-MKZVY,13-24 months,79.61749999999999,1.0349483467830567,1,1,High,0
4482-EWFMI,0-6 months,67.6,1.0310650887573967,0,1,Medium,0
4648-YPBTM,49-72 months,74.68396226415095,0.9895029369039349,4,0,High,1
2907-ILJBN,7-12 months,21.263636363636365,0.9687900812312954,0,0,Low,0
6345-FZOQH,49-72 months,19.76014492753623,1.0070776339433056,0,0,Low,0
3376-BMGFE,0-6 months,68.25,1.038827838827839,0,1,Medium,1
5997-OPVFA,49-72 months,86.86736111111111,1.0251261102095308,6,0,High,1
3445-HXXGF,49-72 months,45.710344827586205,0.9910229330114665,3,1,Medium,0
1159-WFSGR,13-24 months,20.0875,1.015556938394524,0,1,Low,0
7654-YWJUF,25-48 months,82.30813953488372,1.0235925690471146,3,0,High,1
1875-QIVME,0-6 months,121.4,0.8599670510708401,4,1,Premium,0
6727-IOTLZ,13-24 months,84.41071428571429,0.9708483181722022,5,0,High,0
0691-JVSYA,49-72 months,94.3433962264151,1.0053697852085917,3,0,Premium,1
5918-VUKWP,25-48 months,20.4546875,1.004659689863265,0,0,Low,1
1744-JHKYS,25-48 months,22.947058823529414,1.0763906690592155,0,1,Low,0
2656-FMOKZ,13-24 months,76.38000000000001,0.9747316051322334,0,1,High,0
2070-FNEXE,7-12 months,71.94285714285715,1.062648927720413,1,1,High,1
5947-SGKCL,13-24 months,103.95,1.0134680134680134,4,1,Premium,1
3712-PKXZA,49-72 months,20.524590163934427,1.001238019169329,0,0,Low,1
6317-YPKDH,0-6 months,29.95,1.0,1,1,Low,1
6582-OIVSP,0-6 months,45.3,1.0,0,1,Medium,0
9367-WXLCH,7-12 months,82.83125,1.0201463819512564,1,1,High,1
5524-KHNJP,25-48 months,74.34242424242424,1.0054824114458076,4,0,High,1
1918-ZBFQJ,13-24 months,85.51153846153846,0.9267755138757702,2,1,High,0
1024-GUALD,0-6 months,24.8,1.0,0,1,Low,0
4827-USJHP,13-24 months,51.1925,1.0118669727010792,1,1,Medium,0
8167-GJLRN,0-6 months,27.383333333333336,1.1101643335362141,1,1,Low,0
0956-SYCWG,13-24 months,18.83076923076923,1.0435049019607843,0,0,Low,0
8017-UVSZU,25-48 months,59.4775,0.9516203606405784,1,1,Medium,1
7100-FQPRV,25-48 months,73.79883720930232,0.9742700931192589,3,0,High,1
2472-OVKUP,0-6 months,88.5,1.0282485875706215,3,1,High,0
2984-RGEYA,49-72 months,19.933333333333334,0.9908026755852842,0,0,Low,1
9680-NIAUV,49-72 months,112.90694444444445,0.9715965704304184,5,0,Premium,1
2146-EGVDT,49-72 months,20.215254237288136,0.9547245744948437,0,0,Low,1
2604-IJPDU,13-24 months,95.08250000000001,1.0154339652407118,4,1,Premium,0
9178-JHUVJ,13-24 months,24.474999999999998,0.9846782431052096,0,0,Low,1
6168-YBYNP,49-72 months,110.5042372881356,1.0076536677019823,5,1,Premium,0
7255-SSFBC,49-72 months,111.68958333333333,1.005017626979538,5,0,Premium,1
3645-DEYGF,0-6 months,20.75,1.0,0,1,Low,0
9323-HGFWY,25-48 months,99.30185185185185,1.0261641459821347,4,0,Premium,1
8544-GOQSH,13-24 months,79.45,1.0075519194461926,2,1,High,1
3363-DTIVD,49-72 months,104.30281690140845,1.0119573290122206,4,0,Premium,0
7018-WBJNK,13-24 months,79.53461538461539,0.9844770056579137,1,1,High,1
9142-KZXOP,25-48 months,67.24886363636364,1.023809121478903,0,1,Medium,1
7674-YTAFD,25-48 months,81.35909090909091,0.9826805966813789,2,0,High,1
6348-SNFUS,49-72 months,58.044444444444444,0.955302450229709,5,0,Medium,1
1285-OKIPP,0-6 months,79.9,1.0,1,1,High,0
7825-ECJRF,13-24 months,101.81315789473685,1.0470159476853884,5,1,Premium,0
1347-KTTTA,49-72 months,103.9703125,0.9853774364677417,5,0,Premium,1
7841-TZDMQ,0-6 months,42.25,1.0887573964497042,0,1,Medium,1
4195-NZGTA,0-6 months,25.25,1.0,0,1,Low,0
7157-SMCFK,49-72 months,18.42950819672131,1.071650951787938,0,0,Low,0
4709-LKHYG,25-48 months,18.622413793103448,1.0739746319785206,0,0,Low,0
2504-DSHIH,13-24 months,85.90652173913043,1.0104005870891009,1,1,High,0
0699-NDKJM,49-72 months,60.30614035087719,0.9741959883052844,5,1,Medium,1
9286-BHDQG,49-72 months,43.608333333333334,1.0376457099178291,4,0,Medium,1
0230-WEQUW,49-72 months,57.41212121212121,0.9858545339385624,5,0,Medium,1
2040-LDIWQ,49-72 months,81.91538461538461,1.0278899427176262,5,0,High,1
6496-JDSSB,7-12 months,78.075,1.0246557796990072,1,1,High,1
9408-SSNVZ,0-6 months,67.0875,1.0456493385504007,0,1,Medium,0
4443-EMBNA,49-72 months,25.871830985915494,0.956638902498775,0,0,Low,1
6469-MRVET,0-6 months,20.2,1.0,0,0,Low,0
0742-MOABM,0-6 months,44.8375,1.1162531363256203,1,1,Medium,0
5961-VUSRV,7-12 months,18.279166666666665,1.058582174606793,0,0,Low,1
6778-JFCMK,13-24 months,53.697916666666664,0.9423084384093114,3,0,Medium,0
6341-JVQGF,25-48 months,82.12096774193549,0.9881763723853482,5,0,High,0
2232-DMLXU,0-6 months,55.2,1.0,1,1,Medium,0
4811-JBUVU,25-48 months,90.77166666666668,0.9903971503589593,2,1,Premium,1
0945-TSONX,25-48 months,87.38829787234043,0.9761032320895976,5,0,High,1
2651-ZCBXV,49-72 months,106.6787037037037,1.012385755079722,5,0,Premium,1
3316-UWXUY,49-72 months,94.95,0.9847288046340179,4,1,Premium,1
8937-RDTHP,0-6 months,84.6,1.0,2,1,High,0
7083-MIOPC,49-72 months,21.762500000000003,0.9304997128087305,0,0,Low,1
1984-GPTEH,25-48 months,24.20689655172414,1.038960113960114,0,1,Low,0
1251-KRREG,0-6 months,57.05,0.953549517966696,1,1,Medium,0
0621-JFHOL,7-12 months,29.905,0.9898010366159505,1,0,Low,0
9903-LYSAB,13-24 months,72.55277777777778,1.0082315555725718,0,1,High,0
0094-OIFMO,7-12 months,101.84545454545454,0.9327858609301081,3,1,Premium,0
9227-UAQFT,13-24 months,17.771875,1.111306488482504,0,0,Low,0
7301-ABVAD,49-72 months,88.20138888888889,0.981843949295331,5,0,High,1
6614-FHDBO,49-72 months,109.42083333333333,0.9979817981036518,5,0,Premium,1
7576-ASEJU,25-48 months,77.74756097560976,0.9608018446190768,4,0,High,1
9058-HRZSV,49-72 months,94.24846153846153,1.0016078613811286,4,1,Premium,0
4522-AKYLR,13-24 months,56.25384615384615,0.9741556132913989,2,1,Medium,0
0221-WMXNQ,0-6 months,68.35,1.1024140453547915,1,1,Medium,0
0303-UNCIP,25-48 months,61.75121951219513,1.0526107907417646,2,0,Medium,0
9947-OTFQU,13-24 months,71.61999999999999,1.038815973191846,1,1,High,0
0322-YINQP,0-6 months,48.55,1.0,1,1,Medium,0
0959-WHOKV,25-48 months,102.34404761904761,0.9673254312601054,4,0,Premium,0
4075-JFPGR,49-72 months,90.57941176470588,1.032243400331201,4,0,Premium,0
4629-NRXKX,0-6 months,73.575,0.9568467550118926,0,1,High,0
9514-JDSKI,0-6 months,40.2,1.0,2,1,Medium,0
3282-ZISZV,25-48 months,82.290625,1.0171267990734059,5,0,High,1
3675-YDUPJ,7-12 months,19.305,1.0282310282310283,0,1,Low,0
4111-BNXIF,49-72 months,61.252238805970144,0.9722093618265553,5,0,Medium,0
7017-VFHAY,49-72 months,114.88770491803278,1.0018478485763005,6,0,Premium,1
6655-LHBYW,49-72 months,115.822,0.9872908428450553,6,0,Premium,1
4959-JOSRX,0-6 months,40.275,1.107386716325264,0,1,Medium,1
5046-NUHWD,25-48 months,42.36724137931035,1.062141374679526,3,1,Medium,0
7273-TEFQD,0-6 months,44.06666666666666,0.9338124054462935,2,1,Medium,0
3606-TWKGI,13-24 months,104.94615384615385,1.0186176060983656,4,1,Premium,0
7529-ZDFXI,49-72 months,86.40964912280702,1.039814429431411,2,1,High,0
7605-BDWDC,25-48 months,49.03548387096774,1.0166107492928098,4,0,Medium,1
1950-KSVVJ,25-48 months,111.82777777777778,1.013165085200457,6,0,Premium,0
0123-CRBRT,49-72 months,90.60245901639344,0.9723797892070385,6,0,Premium,0
6292-TOSSS,49-72 months,23.905,1.0416230914034719,0,0,Low,1
3197-ARFOY,13-24 months,105.64473684210526,0.993897122929381,5,1,Premium,0
6323-AYBRX,49-72 months,18.63728813559322,1.0382411786104038,0,0,Low,0
7014-ZZXAW,49-72 months,24.40774647887324,0.9935370322282813,0,0,Low,1
4385-GZQXV,13-24 months,94.45,1.0,3,1,Premium,0
7633-MVPUY,49-72 months,60.52894736842106,0.9871309943045954,3,0,Medium,0
6366-ZGQGL,0-6 months,24.8,1.0,0,1,Low,1
4716-HHKQH,13-24 months,108.6025,0.985704748969867,4,1,Premium,0
5940-AHUHD,0-6 months,70.6,1.0,0,1,High,0
6432-TWQLB,0-6 months,80.22,1.0645724258289704,2,1,High,0
4484-GLZOU,49-72 months,108.17019230769232,0.9711547863498581,4,1,Premium,0
3179-GBRWV,13-24 months,63.8,1.018025078369906,3,1,Medium,1
8645-KWHJO,13-24 months,55.13928571428572,0.9974739296586566,4,1,Medium,0
4130-MZLCC,0-6 months,48.95,1.0326864147088866,1,1,Medium,1
0314-TKOSI,0-6 months,53.81666666666666,1.0247754722824405,2,1,Medium,0
8229-MYEJZ,7-12 months,49.825,1.0275965880582036,1,1,Medium,0
2080-SRCDE,0-6 months,25.4,1.0,0,1,Low,0
9577-WJVCQ,49-72 months,54.231617647058826,1.0040268456375838,1,1,Medium,0
9512-UIBFX,13-24 months,98.88611111111112,0.9622180398325796,3,1,Premium,0
6202-DYYFX,13-24 months,81.07272727272726,0.9374299170217538,0,0,High,1
3808-HFKDE,13-24 months,46.3575,0.9566952488809793,0,1,Medium,0
5583-SXDAG,0-6 months,70.0,1.0,0,1,Medium,0
3488-PGMQJ,7-12 months,75.81875,0.9826065452147392,1,1,High,0
3580-REOAC,7-12 months,43.54,1.0300872760679836,0,1,Medium,1
7534-BFESC,13-24 months,71.3625,1.0663864074268699,0,1,High,0
3727-OWVYD,25-48 months,57.74857142857143,1.0597664753611715,3,0,Medium,0
2294-SALNE,13-24 months,84.38260869565217,1.0286479802143447,3,0,High,0
4847-TAJYI,0-6 months,94.63333333333333,0.9441704825642833,2,1,Premium,0
1563-IWQEX,7-12 months,18.3625,1.0728386657590196,0,1,Low,0
8203-XJZRC,0-6 months,20.25,1.0,0,1,Low,0
6556-DBKZF,49-72 months,76.56971830985916,0.9932124824103965,1,0,High,0
6851-WEFYX,25-48 months,98.21428571428571,1.0263272727272728,3,1,Premium,0
2985-JUUBZ,25-48 months,75.39375,0.9888087540412832,3,1,High,0
6390-DSAZX,0-6 months,73.6,1.0,1,1,High,0
0895-LMRSF,13-24 months,65.64347826086956,0.9886739965558354,2,0,Medium,1
8098-LLAZX,0-6 months,99.025,0.963898005554153,2,1,Premium,0
8266-VBFQL,0-6 months,89.1625,1.0138791532314595,3,1,High,0
8181-YHCMF,49-72 months,60.4264705882353,0.9979070333414455,5,0,Medium,1
2240-HSJQD,25-48 months,82.67631578947368,0.9900054110831715,1,1,High,0
1248-DYXUB,49-72 months,23.63653846153846,1.049223008705557,0,0,Low,0
0265-EDXBD,25-48 months,71.9796875,1.0405713417413769,0,1,High,0
4115-BNPJY,25-48 months,70.84137931034483,1.0664670950155761,4,0,High,0
3167-SNQPL,25-48 months,98.46973684210526,1.0272191562996913,3,1,Premium,0
4091-TVOCN,25-48 months,76.71770833333333,1.0264905158250621,4,0,High,1
1098-TDVUQ,0-6 months,19.25,1.0,0,1,Low,1
7277-OZCGZ,13-24 months,85.73863636363636,1.038621603711067,3,1,High,0
1557-EMYVT,25-48 months,113.83953488372094,1.0106330820616534,6,0,Premium,1
2799-ARNLO,0-6 months,68.32000000000001,1.0150761124121779,0,1,Medium,0
7563-BIUPC,0-6 months,83.11,0.9697990614847791,1,1,High,0
5027-YOCXN,49-72 months,111.49803921568626,0.9870128728193586,5,0,Premium,1
3973-SKMLN,49-72 months,19.085915492957746,1.0426536786952991,0,0,Low,1
2321-OMBXY,25-48 months,80.49078947368422,0.9976296732218461,5,0,High,1
2840-XANRC,13-24 months,92.96041666666667,1.0020393984895004,3,1,Premium,0
6745-JEFZB,25-48 months,92.46714285714286,0.9895406862669365,2,1,Premium,1
5020-ZSTTY,49-72 months,80.55740740740741,1.0234937127882118,5,0,High,1
9880-TDQAC,49-72 months,59.22222222222222,1.0131332082551594,5,0,Medium,0
8705-WZCYL,0-6 months,44.8,1.0,0,1,Medium,0
7102-JJVTX,7-12 months,46.922222222222224,1.0357565711579446,1,0,Medium,0
8626-PTQGE,49-72 months,60.53188405797101,0.992039169679412,5,0,Medium,1
4983-CLMLV,49-72 months,98.8096153846154,1.0393725307020103,4,1,Premium,1
5701-YVSVF,7-12 months,80.00454545454545,1.0361911255042329,2,1,High,0
5804-LEPIM,0-6 months,69.525,1.0118662351672059,0,1,Medium,0
5697-GOMBF,25-48 months,34.77321428571428,1.0324038412160428,1,1,Low,0
2739-CACDQ,13-24 months,86.4735294117647,0.9557838168769771,1,1,High,1
9385-EHGDO,25-48 months,21.124285714285715,0.9396767430851424,0,0,Low,0
9498-FIMXL,7-12 months,20.24375,0.9484408768138315,0,0,Low,0
2379-GYFLQ,25-48 months,96.15108695652174,0.9869883222735958,3,0,Premium,1
0122-OAHPZ,7-12 months,73.03571428571429,1.0111491442542786,0,1,High,0
2868-SNELZ,0-6 months,77.9,1.034659820282413,1,1,High,0
4322-RCYMT,49-72 months,77.85220588235293,0.9736397208133813,4,0,High,1
6680-NENYN,25-48 months,110.69418604651163,0.9449457440885741,4,0,Premium,0
2088-IEBAU,49-72 months,90.41838235294118,0.9749123762899593,6,0,Premium,0
7982-VCELR,25-48 months,99.04583333333333,0.957132640612511,3,1,Premium,1
1343-EHPYB,49-72 months,104.80952380952381,0.9865515674693321,4,1,Premium,0
6035-BXTTY,25-48 months,57.190625,0.955576198021966,2,1,Medium,1
6885-PKOAM,49-72 months,87.65915492957747,0.9782207011793438,6,0,High,1
7520-HQWJU,49-72 months,68.31287878787879,0.9873687245627849,3,1,Medium,1
9639-BUJXT,49-72 months,21.081746031746032,0.9724052253134058,0,0,Low,0
5924-SNGKP,25-48 months,21.097560975609756,0.9598265895953757,0,0,Low,1
0021-IKXGC,0-6 months,72.1,1.0,0,1,High,0
2034-GDRCN,0-6 months,84.1,1.0749108204518432,2,1,High,0
8966-SNIZF,49-72 months,18.62142857142857,1.0444955887993863,0,0,Low,1
6243-OZGFH,13-24 months,43.34130434782609,1.0371169182926219,2,1,Medium,0
4654-DLAMQ,49-72 months,100.4828125,0.9653392215708533,4,0,Premium,1
0513-RBGPE,25-48 months,61.58783783783784,1.0196818431157433,3,0,Medium,1
5160-UXJED,13-24 months,40.08235294117647,1.1127091282653363,0,0,Medium,0
4115-NZRKS,7-12 months,82.05,1.0865326020719075,2,1,High,0
